nohup: ignoring input
[10/Feb/2018 18:46:09] "POST /InventoryApp/get_status/ HTTP/1.1" 200 497
[10/Feb/2018 18:47:00] "GET /InventoryApp/get_status/ HTTP/1.1" 200 497
[10/Feb/2018 18:47:00] "GET /favicon.ico HTTP/1.1" 404 85
[10/Feb/2018 19:18:55] "GET /InventoryApp/get_status/ HTTP/1.1" 200 497
[10/Feb/2018 19:19:00] "GET /InventoryApp/get_status/ HTTP/1.1" 200 497
[10/Feb/2018 19:36:47] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[10/Feb/2018 19:36:47] "POST /InventoryApp/get_user/ HTTP/1.1" 200 52
[10/Feb/2018 19:36:48] "POST /InventoryApp/get_user/ HTTP/1.1" 200 52
[10/Feb/2018 19:52:12] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[10/Feb/2018 19:52:12] "POST /InventoryApp/get_user/ HTTP/1.1" 200 52
[10/Feb/2018 19:52:12] "POST /InventoryApp/get_user/ HTTP/1.1" 200 52
[10/Feb/2018 19:52:17] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[10/Feb/2018 19:52:17] "POST /InventoryApp/get_user/ HTTP/1.1" 200 52
[10/Feb/2018 19:52:17] "POST /InventoryApp/get_user/ HTTP/1.1" 200 52
[10/Feb/2018 19:52:53] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[10/Feb/2018 19:53:06] "GET /InventoryApp/get_position/ HTTP/1.1" 200 23
[10/Feb/2018 19:53:08] "GET /InventoryApp/get_productquantity/ HTTP/1.1" 200 31
[10/Feb/2018 19:53:11] "GET /InventoryApp/get_position/ HTTP/1.1" 200 23
[10/Feb/2018 19:53:12] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[10/Feb/2018 19:53:14] "POST /InventoryApp/get_requisition/ HTTP/1.1" 200 18
[10/Feb/2018 19:53:19] "POST /InventoryApp/get_requisition/ HTTP/1.1" 200 18
[10/Feb/2018 19:53:23] "GET /InventoryApp/get_todayrequisition/ HTTP/1.1" 200 24
[10/Feb/2018 19:53:26] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[10/Feb/2018 19:53:28] "GET /InventoryApp/get_position/ HTTP/1.1" 200 23
[10/Feb/2018 19:53:30] "GET /InventoryApp/get_status/ HTTP/1.1" 200 497
[10/Feb/2018 19:53:30] "GET /InventoryApp/get_warehouse/ HTTP/1.1" 200 148
[10/Feb/2018 19:53:36] "GET /InventoryApp/get_position/ HTTP/1.1" 200 23
[10/Feb/2018 19:53:37] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[10/Feb/2018 19:53:38] "GET /InventoryApp/get_product/ HTTP/1.1" 200 22
[10/Feb/2018 19:53:40] "GET /InventoryApp/get_status/ HTTP/1.1" 200 497
[10/Feb/2018 19:53:40] "GET /InventoryApp/get_materialtype/ HTTP/1.1" 200 223
[10/Feb/2018 19:53:40] "GET /InventoryApp/get_uom/ HTTP/1.1" 200 76
[10/Feb/2018 19:53:47] "GET /InventoryApp/get_product/ HTTP/1.1" 200 22
[10/Feb/2018 19:54:27] "GET /InventoryApp/get_product/ HTTP/1.1" 200 22
[10/Feb/2018 19:54:31] "GET /InventoryApp/get_status/ HTTP/1.1" 200 497
[10/Feb/2018 19:54:31] "GET /InventoryApp/get_materialtype/ HTTP/1.1" 200 223
[10/Feb/2018 19:54:31] "GET /InventoryApp/get_uom/ HTTP/1.1" 200 76
[10/Feb/2018 19:57:02] "POST /InventoryApp/add_product/ HTTP/1.1" 200 91
[10/Feb/2018 19:57:05] "GET /InventoryApp/get_product/ HTTP/1.1" 200 22
[10/Feb/2018 19:57:10] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[10/Feb/2018 19:57:28] "GET /InventoryApp/get_position/ HTTP/1.1" 200 23
[10/Feb/2018 19:57:29] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[10/Feb/2018 19:57:30] "GET /InventoryApp/get_product/ HTTP/1.1" 200 22
[10/Feb/2018 19:57:34] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[10/Feb/2018 19:57:36] "GET /InventoryApp/get_position/ HTTP/1.1" 200 23
[10/Feb/2018 19:57:45] "GET /InventoryApp/get_status/ HTTP/1.1" 200 497
[10/Feb/2018 19:57:45] "GET /InventoryApp/get_warehouse/ HTTP/1.1" 200 148
[10/Feb/2018 19:59:11] "GET /InventoryApp/get_position/ HTTP/1.1" 200 23
[10/Feb/2018 19:59:13] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[10/Feb/2018 19:59:15] "GET /InventoryApp/get_product/ HTTP/1.1" 200 22
[10/Feb/2018 19:59:44] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[10/Feb/2018 20:00:15] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[10/Feb/2018 20:00:15] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[10/Feb/2018 20:00:15] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 12:54:16] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[12/Feb/2018 12:54:17] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 12:54:18] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 12:54:55] "POST /InventoryApp/login/ HTTP/1.1" 200 79
[12/Feb/2018 12:55:28] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[12/Feb/2018 12:55:28] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 12:55:28] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 14:00:36] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[12/Feb/2018 14:04:15] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[12/Feb/2018 14:05:06] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[12/Feb/2018 14:05:06] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 14:05:07] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 14:05:13] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[12/Feb/2018 14:05:13] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 14:05:13] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 14:09:28] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[12/Feb/2018 14:09:28] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 14:09:29] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 14:13:39] "POST /InventoryApp/login/ HTTP/1.1" 200 78
[12/Feb/2018 14:18:25] "POST /InventoryApp/login/ HTTP/1.1" 200 78
[12/Feb/2018 14:21:33] "POST /InventoryApp/login/ HTTP/1.1" 200 78
[12/Feb/2018 14:23:58] "POST /InventoryApp/login/ HTTP/1.1" 200 78
[12/Feb/2018 14:24:11] "POST /InventoryApp/login/ HTTP/1.1" 200 78
[12/Feb/2018 14:24:17] "POST /InventoryApp/login/ HTTP/1.1" 200 78
[12/Feb/2018 14:24:21] "POST /InventoryApp/login/ HTTP/1.1" 200 78
[12/Feb/2018 14:24:33] "POST /InventoryApp/login/ HTTP/1.1" 200 52
[12/Feb/2018 14:24:37] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[12/Feb/2018 14:24:37] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 14:24:37] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 15:32:48] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[12/Feb/2018 15:32:48] "POST /InventoryApp/login/ HTTP/1.1" 200 53
[12/Feb/2018 15:32:49] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 15:32:49] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 15:32:49] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 15:32:49] "POST /InventoryApp/get_user/ HTTP/1.1" 200 591
[12/Feb/2018 15:34:40] "GET /InventoryApp/get_product/ HTTP/1.1" 200 22
